county,precinct,number_active_voters_2024,votesBiden_2020,votesJorgensen_2020,votesTrump_2020,average_voter_age,average_voter_income,average_voter_turnout_2022,average_voter_turnout_2020,average_voter_female,average_voter_reg_democrat,average_voter_reg_republican,average_voter_hispanic,average_voter_afam,deb_fischer,dan_osborn,senate_totals,harris_walz,trump_vance,chaseoliver,cornelwest,jillstein,potus_totals
"CLAY","SUTTON 2ND",426,9,65,329,53.6854,76043.277,.72769952,.82159626,.5070422,.1384977,.713615,.0469484,0,261,87,348,66,284,1,2,1,354
"CLAY","SUTTON TWPS",319,3,36,256,53.6207,88603.378,.78683388,.88401252,.476489,.1003135,.7962382,.0094044,0,240,45,285,28,255,4,0,0,287
"COLFAX","CLARKSON 4",1017,10,126,701,54.0296,80892.303,.5840708,.7620452,.4995084,.186824,.6981317,.020649,0,612,220,832,131,710,2,3,2,848
"COLFAX","HOWELLS 5",627,4,77,442,53.4306,81809.485,.61403507,.78628391,.5039873,.2121212,.6746411,.0127592,0,389,138,527,69,454,1,2,1,527
"COLFAX","SCHUYLER 1",831,8,243,382,50.9398,66901.677,.41275573,.67509025,.4957882,.3694344,.4247894,.3790614,.0060168,332,212,544,169,372,6,1,1,549
"COLFAX","SCHUYLER 2",1166,20,308,595,52.4057,77719.35,.46312177,.69210976,.4922813,.3216124,.4957118,.3001715,.0034305,508,299,807,252,573,3,2,1,831
"COLFAX","SCHUYLER 3",1023,14,271,516,52.2258,81835.211,.50439882,.6979472,.5043988,.3479961,.4731183,.3343109,.001955,452,290,742,221,525,8,0,2,756
"CUMING","BCN",610,5,87,396,52.4721,84526.199,.5065574,.71311474,.5032787,.1344262,.6901639,.0180328,.0032787,339,133,472,90,391,4,1,0,486
"CUMING","BL",554,9,92,374,56.1643,73914.22,.59205776,.78880864,.4711191,.1191336,.6913357,.0270758,0,327,143,470,88,383,4,1,1,477
"CUMING","SSGC",735,11,106,527,53.1265,105868.62,.61496598,.79455781,.4802721,.122449,.7061225,.0231293,0,461,151,612,105,505,4,0,4,618
"CUMING","WP1&3",1832,12,231,657,55.1676,83652.03,.60207427,.7467249,.5141922,.1632096,.6648471,.0764192,0,1077,470,1547,348,1189,6,5,1,1549
"CUSTER","ANSLEY/M/W",557,10,51,395,54.3393,69478.94,.62118495,.75224417,.4775583,.0807899,.7737882,.0125673,0,347,106,453,44,413,4,0,0,461
"CUSTER","ARNOLD",527,4,44,420,54.8289,69610.895,.63946867,.81973433,.5028463,.1081594,.743833,.0075901,0,337,109,446,54,401,0,1,0,456
"CUSTER","BB NORTHWEST",553,0,0,0,56.3978,89245.619,.68716097,.82459313,.4882459,.0976492,.7920434,.0090416,.0018083,375,111,486,67,415,0,1,1,484
"CUSTER","BROKEN BOW NORTH",218,7,48,130,56.0922,68394.81,.61926603,.78440368,.5642202,.1697248,.733945,.0183486,0,112,66,178,43,131,3,0,0,177
"CUSTER","BROKEN BOW NORTHWEST",624,15,94,430,52.5401,73359.049,.55929488,.75320512,.5176282,.1057692,.7419872,.0192308,0,359,150,509,89,412,2,2,2,507
"CUSTER","BROKEN BOW SOUTH",830,18,135,517,52.6236,65218.441,.52409637,.69036144,.5204819,.1253012,.6987952,.0240964,0,417,211,628,142,489,2,2,1,636
"CUSTER","BROKEN BOW SOUTHWEST",348,9,53,229,52.0489,75328.681,.49712643,.67528737,.4798851,.1293103,.6551724,.0373563,0,178,88,266,52,212,4,0,0,268
"CUSTER","COMSTOCK/DG/SC",170,2,25,124,58.4882,75894.915,.64705884,.81764704,.5058824,.1294118,.7588235,0,0,117,42,159,23,132,0,0,3,158
"CUSTER","DELIGHT",566,7,53,366,57.5274,72691.63,.69611305,.81272084,.5335689,.1024735,.7473498,.0053004,0,386,100,486,68,418,4,0,0,490
"CUSTER","EAST CUSTER",377,1,2,24,52.5385,85480.942,.65517241,.7877984,.4535809,.0769231,.8143236,0,0,281,59,340,29,308,4,0,0,341
"CUSTER","ELIM",252,0,2,73,53.5397,90003.195,.66666669,.8214286,.4960317,.0396825,.8492063,.0039683,0,195,15,210,8,207,0,0,0,215
"CUSTER","GAR/LIL/MIL",213,0,9,166,53.7512,100498.41,.57276994,.77934271,.4976526,.028169,.8544601,.0093897,0,151,30,181,11,162,1,0,1,175
"CUSTER","MASON CITY",312,4,23,220,49.9519,89615.717,.64423078,.78525639,.4871795,.099359,.775641,.0032051,0,199,54,253,23,234,1,0,0,258
"CUSTER","MERNA COMMUNITY BLDG",464,7,41,374,53.3836,91448.707,.67672414,.80172414,.4568965,.0926724,.799569,.0064655,0,337,77,414,32,378,2,1,1,414
"CUSTER","SARGENT RUR/C/WU",174,3,23,126,55.7586,74881.447,.62068963,.81609195,.5172414,.1551724,.6551724,.0057471,0,108,42,150,23,123,0,1,0,147
"DAKOTA","01 - SSC WARD 1",679,10,235,215,50.4227,54156.427,.2783505,.54344624,.4918998,.4285714,.2768778,.377025,.0250368,154,220,374,159,216,2,2,2,381
"DAKOTA","02 - SSC WARD 2",1231,14,475,350,50.3764,61910.237,.22420797,.54752237,.4987815,.4606012,.2469537,.3371243,.0536149,282,398,680,342,353,3,3,6,707
"DAKOTA","03 - SSC WARD 3",1188,11,418,317,48.1827,64821.006,.25420874,.55134678,.5058923,.4351852,.2643098,.4469697,.016835,299,339,638,269,385,4,1,1,660
"DAKOTA","04 - SSC WARD 4A",1094,8,252,237,52.6241,85845.973,.39396709,.65813529,.5054845,.3976234,.3555759,.2477148,.0219378,362,340,702,289,420,5,5,2,721
"DAKOTA","05 - SSC WARD 4AA",947,13,147,202,51.037,88473.302,.34530094,.59662092,.5258712,.3526927,.3463569,.375924,.0063358,274,330,604,259,363,1,0,2,625
"DAKOTA","07 - COVINGTON ISLAND",1089,11,243,559,51.6152,84754.427,.46005508,.6584022,.5114784,.2497704,.4719926,.1606979,.0027548,455,309,764,214,558,2,2,4,780
"DAKOTA","08 - DAKOTA CITY",855,10,254,399,51.8421,72202.254,.41403508,.66198832,.4795322,.3520468,.3894737,.2350877,0,296,277,573,197,382,4,1,1,585
"DAKOTA","09 - DAKOTA RURAL",281,7,62,183,55.5658,82094.165,.54448396,.73309606,.4875445,.2419929,.5231317,.0747331,.0035587,142,78,220,43,184,1,0,0,228
"DAKOTA","10 - EMERSON",265,3,46,166,54.966,78633.341,.56603771,.75471699,.4867924,.2528302,.5433962,.0226415,0,115,91,206,48,156,2,1,0,207
"DAKOTA","11 - HUBBARD",305,5,80,172,53.4164,86426.8,.53770494,.75409836,.5114754,.3245902,.4622951,.0262295,0,118,120,238,78,166,1,1,0,246
"DAKOTA","12 - OMADI",634,9,97,421,52.703,80805.71,.49211356,.73343849,.5141956,.1656151,.6104101,.0141956,0,305,165,470,79,401,6,2,1,489
"DAKOTA","13 - ST. JOHNS",507,13,110,319,53.5819,91956.891,.5719921,.77514791,.5009862,.2820513,.5009862,.0078895,0,248,156,404,97,307,5,0,3,412
"DAWES","PRECINCT 1",240,7,77,139,49.4708,57538.147,.57916665,.70833331,.4916667,.1708333,.5541667,.025,0,113,97,210,74,140,2,1,1,218
"DAWES","PRECINCT 10",491,8,68,378,58.7821,62691.452,.74541754,.78411406,.521385,.1160896,.7311609,.0346232,0,322,126,448,65,371,9,1,0,446
"DAWES","PRECINCT 11",294,4,40,238,56.0884,53051.615,.69727892,.79591835,.5204082,.0986395,.7687075,.0204082,0,202,63,265,39,227,2,0,0,268
"DAWES","PRECINCT 2",692,19,199,424,54.9205,62557.001,.68208092,.7846821,.5390173,.1849711,.5968208,.033237,0,359,237,596,191,404,5,4,4,608
"DAWES","PRECINCT 3",530,13,183,315,50.6057,75368.32,.69056606,.76603776,.5,.1943396,.5603774,.0301887,.0037736,272,187,459,148,302,7,2,1,460
"DAWES","PRECINCT 4",425,15,149,255,50.4847,91941.253,.72000003,.7835294,.5294118,.2117647,.5835294,.0329412,.0047059,212,163,375,139,231,7,2,2,381
"DAWES","PRECINCT 5",359,17,145,194,51.961,81001.131,.77158773,.79665738,.5292479,.2395543,.5821727,.0083565,0,172,157,329,137,187,2,1,1,328
"DAWES","PRECINCT 6",464,9,71,357,53.0927,86083.558,.72844827,.82543105,.4590517,.1056034,.700431,.0021552,.0021552,301,91,392,62,328,1,1,0,392
"DAWES","PRECINCT 7",271,9,38,200,52.1697,86438.114,.65682656,.7527675,.4428044,.0922509,.693727,.0553506,0,156,53,209,28,176,3,1,1,209
"DAWES","PRECINCT 8",413,5,84,311,55,85594.201,.69007266,.80387408,.4818402,.1404358,.7094431,.0217918,.0024213,261,114,375,87,289,1,0,0,377
"DAWES","PRECINCT 9",173,2,28,120,55.4393,73936.182,.70520234,.82080925,.4682081,.0751445,.7514451,.0115607,.0057803,109,33,142,16,127,2,0,0,145
"DAWSON","COZAD EAST",1079,13,168,673,52.4495,69713.588,.50139016,.68674701,.5208526,.1584801,.6700649,.1149212,0,537,264,801,166,637,2,1,0,806
"DAWSON","COZAD WEST",1015,9,172,650,53.3113,71713.551,.51527095,.71822661,.5211822,.155665,.653202,.0876847,.0009852,520,265,785,157,620,9,2,1,789
"DAWSON","FAIRVIEW",162,2,27,114,55.3827,93101.058,.62345678,.85185188,.4753087,.1234568,.8209876,0,.0061728,104,37,141,28,115,1,1,0,145
"DAWSON","FARNAM",148,2,11,126,56.1419,76175.731,.62837839,.74324322,.5202703,.0945946,.7635135,.0337838,0,98,28,126,19,108,0,0,0,127
"DAWSON","GERMAN",180,2,12,147,52.3556,98234.727,.66111112,.83888888,.4777778,.0722222,.7888889,.0055556,0,126,22,148,13,131,0,1,0,145
"DAWSON","GOTHENBURG EAST",1251,19,192,727,54.773,79030.184,.60031974,.75299758,.5107914,.126299,.7242206,.0343725,.0007994,713,320,1033,223,810,6,1,4,1044
"DAWSON","GOTHENBURG WEST",1030,21,202,688,53.1,74864.114,.56019419,.71456313,.492233,.1320388,.6669903,.0330097,0,592,256,848,179,662,6,2,1,850
"DAWSON","GRANT",312,3,52,214,55.7051,74716.94,.60897434,.79807693,.5288461,.1698718,.6826923,.1410256,0,182,54,236,39,195,0,0,2,236
"DAWSON","LEXINGTON 1ST",683,9,234,220,49.0117,59287.824,.28696924,.57833087,.4978038,.4172767,.3879941,.4860908,.0219619,190,191,381,149,234,2,0,1,386
"DAWSON","LEXINGTON 2ND",984,12,304,425,50.3394,85678.189,.42073169,.66971546,.5162601,.3109756,.504065,.3119919,.0203252,372,308,680,240,432,1,2,2,677
"DAWSON","LEXINGTON 3RD",1245,11,357,511,52.1061,69775.122,.36064258,.64417672,.513253,.3188755,.4779117,.4273092,.0064257,455,322,777,267,510,2,0,2,781
"DAWSON","LEXINGTON 4TH",430,4,141,110,49.6457,51260.268,.2116279,.50930232,.4976744,.4767442,.3093023,.6488372,.0186047,93,98,191,88,105,0,0,2,195
"DAWSON","LEXINGTON 5TH",926,13,310,259,47.1156,50744.226,.20842333,.54427648,.4816415,.4460043,.3326134,.5853132,.012959,228,261,489,221,279,4,2,2,508
"DAWSON","OVERTON",662,6,77,481,51.5347,80753.686,.58006042,.74471301,.5030211,.1163142,.7114804,.0302115,0,399,134,533,87,445,2,1,3,538
"DAWSON","PLATTE",387,2,78,295,59.5659,92205.061,.61498708,.80103362,.5090439,.1007752,.7260982,.0413437,.002584,243,94,337,74,264,1,1,0,340
"DAWSON","WOODRIVER",273,9,27,219,53.9927,76232.046,.6776557,.82051283,.4945055,.0989011,.8168498,.021978,0,189,41,230,23,210,0,0,1,234
"DEUEL","BIG SPRINGS",440,6,54,300,56.2574,75217.187,.52272725,.72045457,.5113636,.1181818,.7204546,.0409091,0,220,104,324,50,270,6,0,0,326
"DEUEL","CHAPPELL",418,5,56,292,59.3876,67175.551,.58851677,.71052629,.5167464,.0980861,.708134,.007177,0,244,99,343,58,286,4,0,2,350
"DEUEL","SWAN",419,9,31,279,56.5895,67491.011,.57995224,.69451076,.477327,.0572792,.7828162,.0214797,0,260,73,333,43,287,4,1,1,336
"DIXON","EMERSON",273,3,27,95,53.0586,66713.374,.55677658,.78021979,.4981685,.2564103,.5567766,.0622711,0,133,82,215,53,162,6,0,0,221
"DIXON","GALENA-SILVERCREEK",261,7,33,205,54.3333,78032.078,.73180079,.84674329,.4942529,.1264368,.7777778,.0114943,0,187,43,230,29,208,1,0,0,238
"DIXON","LOGAN-WAKEFIELD 3 (CG1)",259,4,3,7,53.5985,85691.647,.61389959,.8108108,.4555984,.1351351,.6718147,.030888,0,160,56,216,38,176,4,1,1,220
"DIXON","OTTERCREEK",160,4,30,103,52.9375,85862.812,.69999999,.76249999,.45,.2,.625,.025,0,87,40,127,32,102,0,1,2,137
"DIXON","PONCA 1",551,5,63,173,54.0889,78072.689,.7259528,.76406533,.5117967,.2032668,.6079855,.0181488,0,304,177,481,116,363,7,0,1,487
"DIXON","PONCA TOWNSHIP",288,7,40,216,53.2257,97289.548,.75,.8611111,.4583333,.1284722,.7673611,.0069444,0,212,62,274,31,244,1,1,0,277
"DIXON","SPRINGBANK",349,14,53,266,54.4355,71011.648,.69340974,.82808024,.4928367,.1232092,.6962751,.034384,0,217,88,305,51,256,2,2,0,311
"DIXON","WAKEFIELD 1",442,5,81,133,55.2014,58963.683,.55429864,.74434388,.5339367,.2556561,.5158371,.2420814,0,194,134,328,104,213,4,2,0,323
"DODGE","CITY OF HOOPER",530,7,131,345,53.4396,76699.451,.62075472,.76603776,.5056604,.2056604,.6132075,.0150943,0,278,164,442,129,312,4,0,1,446
"DODGE","CITY OF NORTH BEND",751,19,164,450,52.7763,78388.068,.60452729,.78695071,.4966711,.2276964,.5699068,.0199734,0,390,243,633,178,455,6,1,0,640
"DODGE","CITY OF SCRIBNER",522,12,77,354,54.2165,65984.204,.58429116,.75287354,.5076628,.1283525,.6034483,.0114943,0,252,139,391,84,301,4,2,0,391
"DODGE","CUMING/EVERETT TOWNSHIPS",286,5,53,198,54.2028,91980.509,.67132866,.84265733,.465035,.1713287,.6853147,.0034965,0,169,66,235,49,181,2,2,1,235
"DODGE","ELKHORN TOWNSHIP",323,1,43,169,55.4303,92276.411,.56965947,.73993808,.4891641,.1919505,.6068112,.0247678,0,174,116,290,77,214,1,0,2,294
"DODGE","FREMONT 1C",926,10,280,582,57.0907,117542.17,.69006479,.84125268,.5075594,.1771058,.6738661,.0194384,0,533,330,863,288,562,2,1,1,854
"DODGE","FREMONT 1D",785,7,201,292,60.281,56592.833,.48917198,.70700639,.5719745,.299363,.4611465,.0649682,0,301,311,612,261,353,4,6,5,629
"DODGE","FREMONT 1E",860,11,300,452,58.6321,81211.867,.62209302,.79767442,.5465117,.2406977,.5581396,.0418605,0,418,329,747,275,463,6,2,4,750
"DODGE","FREMONT 2A",729,16,191,262,52.4911,68106.677,.49245542,.71330589,.5075446,.2798354,.4554184,.0768176,.0013717,268,302,570,223,341,6,3,5,578
"DODGE","FREMONT 2B",666,8,177,277,51.2477,79776.185,.5075075,.71921921,.506006,.2507508,.4984985,.0645646,.003003,271,255,526,198,341,2,3,0,544
"DODGE","FREMONT 2C",1058,18,288,594,51.5818,95002.315,.52268434,.73156899,.5028355,.2145558,.5302457,.0491493,.0018904,467,383,850,272,581,8,1,1,863
"DODGE","FREMONT 2D",414,9,112,220,53.4541,64406.084,.47342995,.70531398,.5410628,.2318841,.5,.089372,.0048309,162,148,310,107,197,5,1,1,311
"DODGE","FREMONT 3A",343,7,136,199,50.7901,60824.088,.46355686,.68513119,.4927114,.2798834,.4460641,.0262391,0,116,139,255,117,139,0,2,2,260
"DODGE","FREMONT 3B",308,9,112,103,49.7922,54244.321,.37337664,.60714287,.4577922,.3181818,.3831169,.1590909,0,73,125,198,92,106,2,1,0,201
"DODGE","FREMONT 3C",425,11,152,209,47.3718,53763.753,.33647057,.61647058,.4941176,.2847059,.3364706,.24,0,135,149,284,112,176,0,1,0,289
"DODGE","FREMONT 3D",649,8,227,315,52.6394,62853.162,.47149462,.67180276,.5254237,.2619415,.4684129,.1186441,.0015408,225,253,478,195,298,4,1,3,501
"DODGE","FREMONT 3E",575,13,213,287,48.52,67614.728,.48347825,.69391304,.5426087,.2695652,.4382609,.0817391,.0017391,209,230,439,178,255,3,1,1,438
"DODGE","FREMONT 4A",679,11,233,382,54.2577,78559.14,.57731956,.7525773,.5316642,.2606775,.4756995,.089838,0,280,271,551,219,335,0,1,1,556
"DODGE","FREMONT 4B",518,13,172,271,52.5502,65302.889,.50772202,.72779924,.511583,.2509652,.5173745,.0849421,.003861,199,190,389,149,235,3,1,0,388
"DODGE","FREMONT 4C",1074,17,295,559,50.2905,86267.659,.51117319,.74860334,.4990689,.2253259,.5288641,.0651769,.0009311,482,458,940,353,593,5,2,3,956
"DODGE","FREMONT 4D",1114,16,313,614,55.4973,103180.44,.66876119,.82136446,.5170556,.1921005,.6301616,.0278276,0,581,426,1007,358,644,9,0,1,1012
"DODGE","FREMONT 4E",370,11,104,188,47.9784,68197.233,.48648649,.66216218,.5027027,.2486486,.4567568,.0972973,0,142,133,275,106,172,2,2,0,282
"DODGE","HOOPER/LOGAN TOWNSHIPS",544,5,100,366,53.9871,91260.981,.63786763,.76102942,.4852941,.1378676,.6893382,.0183824,0,317,141,458,90,364,5,1,0,460
"DODGE","NICKERSON/MAPLE TOWNSHIPS",626,8,147,392,53.9968,90086.979,.60223645,.81789136,.4888179,.2028754,.5910543,.0463259,0,316,227,543,149,388,1,0,2,540
"DODGE","PEBBLE TOWNSHIP",293,3,42,203,52.9181,70680.466,.54266214,.76109213,.4846416,.1331058,.6552901,.0136519,0,171,60,231,31,199,1,1,2,234
"DODGE","PLATTE EAST",361,6,117,177,57.8366,73080.815,.59002769,.73407203,.5484765,.2576177,.5124654,.0166205,0,170,127,297,103,194,1,1,0,299
"DODGE","PLATTE WEST",855,13,190,516,56.8246,88160.072,.57076025,.74502921,.4877193,.2011696,.594152,.0678363,0,463,246,709,176,521,9,4,2,712
"DODGE","UNION/COTT/RIDG/PV TOWNSHIPS",656,11,130,477,54.1509,103308.04,.69054878,.82774389,.4664634,.1585366,.6844512,.0091463,0,418,162,580,117,479,0,1,0,597
"DODGE","WEBSTER TOWNSHIP",483,6,79,343,54.7081,66177.193,.60662526,.78053832,.5072464,.2236025,.5983437,.0165631,0,279,136,415,67,342,1,4,2,416
"DOUGLAS","01-03",1472,12,571,380,58.7144,88529.62,.61277175,.78736413,.578125,.4945652,.2995924,.0387228,.1970109,404,743,1147,760,409,6,5,4,1184
"DOUGLAS","01-05",1217,19,724,418,51.7453,64783.71,.45850453,.70008218,.5472474,.4963024,.2350041,.0419063,.3196385,232,627,859,585,276,7,7,6,881
"DOUGLAS","01-08",1605,26,938,373,52.4442,90281.96,.6249221,.78753895,.5140187,.3426791,.3806854,.0342679,.0280374,546,785,1331,706,628,9,8,4,1355
"DOUGLAS","01-09",1056,23,628,323,49.9489,73456.968,.56060606,.75378788,.5236742,.3579545,.3617424,.0596591,.0369318,347,509,856,457,394,12,5,3,871
"DOUGLAS","01-10",1147,17,316,265,49.8335,74349.353,.58326066,.74367917,.5143853,.3931997,.3147341,.0470793,.1063644,376,557,933,523,408,6,4,4,945
"DOUGLAS","01-11",1287,37,681,372,49.2036,69832.24,.53846157,.7062937,.5143745,.3947164,.3310023,.029526,.1041181,348,649,997,615,401,6,3,2,1027
"DOUGLAS","01-12",1397,6,57,60,46.1503,60154.302,.52040088,.69076592,.503937,.5017896,.1925555,.0400859,.1338583,245,846,1091,784,287,12,6,7,1096
"DOUGLAS","01-16",1390,17,566,362,52.3885,76559.645,.59496403,.75683451,.5352518,.4323741,.2935252,.0460432,.0417266,343,704,1047,658,387,8,5,7,1065
"DOUGLAS","01-17",1527,20,999,251,54.9437,115702.82,.68893254,.80812049,.5428945,.3863785,.4027505,.0327439,.0609037,578,701,1279,725,561,3,3,4,1296
"DOUGLAS","01-19",1363,25,821,471,47.047,91620.852,.63389581,.75641966,.5069699,.5311812,.1966251,.0308144,.0330154,248,906,1154,880,275,5,4,4,1168
"DOUGLAS","01-20",1457,14,679,435,48.6671,97103.721,.68702817,.78929305,.5319149,.4975978,.2374743,.0370625,.0130405,308,967,1275,931,336,6,7,5,1285
"DOUGLAS","01-22",1568,8,626,460,49.3138,69975.35,.56760204,.76466835,.5229592,.4005102,.3016582,.0452806,.0427296,409,770,1179,714,476,7,5,1,1203
"DOUGLAS","01-23",1114,19,647,398,49.0772,81186.138,.54219031,.72710949,.518851,.3850988,.3348294,.045781,.0305206,320,560,880,526,373,2,6,2,909
"DOUGLAS","01-24",1235,21,659,381,56.4432,58681.393,.57732791,.75141698,.5975708,.4518219,.2931174,.0437247,.0178138,349,767,1116,753,374,5,2,7,1141
"DOUGLAS","01-25",1252,34,602,284,45.6909,76950.884,.60463262,.70686901,.5047923,.5415335,.1733227,.0463259,.0551118,191,903,1094,868,222,7,11,6,1114
"DOUGLAS","01-26",1631,16,778,189,49.2859,158865.69,.74003679,.80686694,.5205395,.5248314,.2507664,.0214592,.0073574,350,1090,1440,1088,339,6,4,5,1442
"DOUGLAS","01-27",1659,19,571,504,52.0133,150293.89,.74382156,.83062088,.5081374,.4454491,.3242917,.0283303,.0036166,477,1003,1480,1007,464,9,2,3,1485
"DOUGLAS","01-28",1200,27,605,485,50.1317,80451.366,.6275,.77249998,.5258333,.4308333,.2808333,.0408333,.0325,331,679,1010,659,354,5,1,4,1023
"DOUGLAS","02-01",1628,29,581,264,51.9324,54503.46,.52395576,.68673217,.5460688,.4490172,.2592137,.0583538,.2162162,406,741,1147,685,488,7,10,7,1197
"DOUGLAS","02-02",1238,30,689,221,49.0048,58915.262,.45234248,.66397417,.5452343,.5476575,.1857835,.0411955,.4466882,222,596,818,595,252,2,11,6,866
"DOUGLAS","02-03",1316,26,910,305,51.2281,70084.998,.44300911,.68161094,.5524316,.556231,.1945289,.0357143,.4908815,248,677,925,682,273,7,10,3,975
"DOUGLAS","02-04",1294,12,629,119,50.7751,50481.417,.39644513,.5857805,.5131376,.427357,.236476,.118238,.1290572,231,569,800,514,296,6,7,6,829
"DOUGLAS","02-05",1191,17,510,101,47.6709,54698.261,.40470192,.6146096,.5600336,.5390428,.1486146,.0638119,.3694375,155,635,790,615,186,6,6,2,815
"DOUGLAS","02-06",1015,18,587,134,49.1163,36213.659,.32019705,.55763549,.5527093,.6433498,.1083744,.0640394,.617734,92,471,563,484,105,1,5,1,596
"DOUGLAS","02-07",1060,11,623,101,49.1226,42486.731,.33584905,.5679245,.5735849,.6056604,.109434,.0830189,.545283,106,499,605,515,106,4,10,1,636
"DOUGLAS","02-08",1085,11,638,93,49.6033,40970.957,.34285715,.58064514,.5364055,.6497696,.1050691,.075576,.6387097,100,509,609,522,105,3,8,0,638
"DOUGLAS","02-09",1036,12,714,52,48.2934,35953.127,.29536679,.5,.5540541,.6264479,.1052124,.0859073,.6515444,91,430,521,443,97,3,8,1,552
"DOUGLAS","02-10",1109,10,633,86,51.3258,49004.664,.40396753,.62128043,.5798016,.6853021,.0820559,.0459874,.6717764,86,574,660,609,80,5,7,3,704
"DOUGLAS","02-11",1299,12,839,140,54.67,67475.927,.49576598,.72209394,.5296382,.6797537,.1200924,.0269438,.6404927,170,732,902,787,164,6,6,5,968
"DOUGLAS","02-12",1109,28,851,224,52.7121,58240.681,.44634807,.67628497,.5608656,.5680794,.1893598,.0297565,.4526601,187,586,773,592,212,1,7,1,813
"DOUGLAS","02-13",1046,17,541,54,51.1072,35795.167,.32122371,.55544931,.5210325,.6835564,.0975143,.0755258,.665392,61,467,528,477,72,2,11,0,562
"DOUGLAS","02-15",1206,19,977,112,49.4058,40003.158,.30514097,.53233832,.5356551,.6285241,.1127695,.0688226,.6318408,86,524,610,551,92,0,9,0,652
"DOUGLAS","02-16",1075,14,698,110,49.7458,56101.519,.38418606,.61488372,.5451163,.5953488,.147907,.0548837,.4083721,163,536,699,551,169,2,9,4,735
"DOUGLAS","02-17",1198,21,729,194,50.0167,40632.874,.33973289,.5550918,.5258765,.6252087,.0959933,.0676127,.5843072,91,547,638,590,86,2,6,3,687
"DOUGLAS","02-18",1572,7,285,138,47.1756,68617.829,.52926207,.71310431,.5451654,.5152672,.197201,.0553435,.230916,223,792,1015,783,240,8,8,2,1041
"DOUGLAS","02-19",1078,22,620,110,48.8256,35798.995,.32931355,.58348793,.5760668,.6808906,.0779221,.067718,.6651206,111,560,671,605,101,0,5,1,712
"DOUGLAS","02-20",1202,8,608,89,52.0383,34185.621,.34941763,.58236271,.5690516,.702163,.0840266,.0915141,.6489184,109,617,726,692,88,2,5,3,790
"DOUGLAS","02-21",1353,8,651,75,46.5285,47688.105,.37546194,.57427937,.4833703,.5173688,.1662971,.1019956,.2985957,190,660,850,634,227,4,7,4,876
"DOUGLAS","02-22",1378,8,590,58,45.7446,36885.369,.32075471,.53846157,.565312,.6342525,.0972424,.0573295,.5856314,105,715,820,770,93,6,13,2,884
"DOUGLAS","02-23",1223,12,515,229,49.0393,58814.793,.4439902,.66230583,.5183974,.6026165,.1430908,.0776778,.417825,150,663,813,670,158,5,8,4,845
"DOUGLAS","02-24",1394,26,582,339,44.8874,81929.753,.52654231,.597561,.4340029,.4433286,.2460545,.0659971,.0667145,367,1020,1387,1017,377,6,10,8,1418
"DOUGLAS","03-02",1317,18,957,261,46.0357,71688.216,.58618069,.72285497,.5155657,.531511,.1981777,.0607441,.0637813,216,862,1078,839,244,3,7,10,1103
"DOUGLAS","03-04",1190,11,452,154,47.0143,52532.334,.49327731,.62184876,.4588235,.4907563,.2008403,.0747899,.087395,230,743,973,745,226,7,10,8,996
"DOUGLAS","03-05",1150,27,803,301,42.3609,57587.607,.52173913,.62956524,.4573913,.4886957,.1913043,.0834783,.0217391,207,842,1049,828,235,5,5,14,1087
"DOUGLAS","03-08",1511,27,819,347,50.3146,130031.22,.73792189,.81535405,.5281271,.5122436,.2309729,.0258107,.0046327,342,1036,1378,1028,352,5,5,5,1395
"DOUGLAS","03-09",1541,29,988,430,54.8157,109045.72,.68267357,.80402339,.5262817,.4471123,.293965,.0330954,.0084361,444,915,1359,907,436,11,7,16,1377
"DOUGLAS","03-10",1209,14,496,215,46.5666,82712.292,.5707196,.67990077,.4772539,.483871,.2200165,.1033912,.0306038,245,785,1030,748,295,9,4,4,1060
"DOUGLAS","03-11",780,12,417,149,46.8936,52445.688,.37435898,.5730769,.4820513,.5051282,.1948718,.3371795,.024359,112,389,501,370,136,5,3,1,515
"DOUGLAS","03-13",1430,27,767,310,44.4881,79758.557,.54755247,.70279717,.4937063,.4888112,.2153846,.1230769,.020979,289,883,1172,872,308,9,7,4,1200
"DOUGLAS","03-15",1534,35,940,408,48.9009,81350.667,.65514994,.80052149,.5273794,.4687093,.2535854,.0423729,.0032595,369,970,1339,923,412,10,2,5,1352
"DOUGLAS","03-16",1559,19,770,304,50.0084,78740.181,.63502246,.74406672,.5445799,.4631174,.2501604,.0461835,.0115459,395,996,1391,982,408,3,5,6,1404
"DOUGLAS","03-17",1241,25,815,360,51.5488,86354.613,.62771958,.79210317,.5431104,.443191,.3037873,.0459307,.0209508,336,653,989,626,348,7,8,8,997
"DOUGLAS","03-18",1350,17,873,236,51.9637,143352.93,.72814816,.82814813,.5155556,.377037,.3777778,.0355556,.0044444,483,735,1218,722,479,11,2,4,1218
"DOUGLAS","03-19",1357,35,1005,291,50.1643,81320.624,.5946942,.76197493,.5143699,.467944,.2630803,.0751658,.0221076,353,726,1079,709,367,4,6,5,1091
"DOUGLAS","03-21",1458,39,963,303,47.0357,69516.61,.54183811,.71467763,.5246913,.4183813,.2812071,.0891632,.0226337,398,814,1212,762,470,4,4,6,1246
"DOUGLAS","03-22",1385,14,492,185,51.6975,73158.235,.63393503,.78050542,.5371841,.3761733,.3689531,.0693141,.0079422,490,764,1254,701,552,7,7,2,1269
