ai_id,race,age,gender,marital_status,sms_treat,turnout2017,support_smith,environment_thermometer
"15940fc0aa9146d1a5675bf30c2cafbd","white",52,"female","unmarried","Control",1,1,9
"f9d1c4051ebd0611585d7c1c6115abf6","black",30,"male","unmarried","Control",1,0,4
"3bfa6e4d59583b7ca02c9c40e5cc435f","white",30,"female","unmarried","Treatment",1,1,10
"3085aff32ab1bca415ff46e24f2e3e73","white",31,"female","married","Control",0,0,3
"de310f22911d9bdc375d63300266a8cb","white",34,"female","married","Treatment",0,1,7
"0c51fc9768cac07cbfcad20b98a4fc5a","white",72,"male","unmarried","Treatment",1,1,2
"2a1311a5e1f1693b9f5264a81d3bd62d","white",25,"female","unmarried","Treatment",0,0,7
"cd67446d7e2973d18287cbf1b56bcee6","black",41,"female","separated","Control",0,1,7
"3bd6972bcc12891e473367bb6a80ce01","black",34,"female","married","Control",0,1,8
"dea7cdde16d67328f97d5e053809a2fa","black",21,"female","unmarried","Treatment",0,1,6
"f9e8dc61b7e1d565199861649b7f4505","white",43,"female","married","Control",1,0,9
"c549ce6914a91c11c7d4ea78991521ca","black",58,"female","married","Control",1,1,10
"6777274fea3aa8dece45e88644c61eec","white",62,"male","separated","Treatment",0,0,9
"717dede2be146fa544219cf2934337ce","black",37,"male","married","Control",1,0,7
"8dc6a695bba5d999ddc8130e70d7b7cb","white",30,"male","separated","Control",1,0,7
"23c8b106631b5936a462c632e501ba82","black",33,"female","married","Control",1,0,9
"eac71ff4665c20d9680fa40917c2ff3f","white",27,"female","married","Control",1,0,4
"16daeef7e0db44b5585b8c3000d3fac4","white",19,"female","unmarried","Control",0,1,6
"6a5df264d59fd6f9237b7e54f16d3ad8","white",53,"male","married","Control",0,1,4
"59765da5e3c33ae699391e88441ae3a9","hispanic",24,"female","married","Control",0,1,2
"38ae8de776f31ca7c56ac251a7d4ac24","black",35,"male","married","Control",0,0,5
"c28dcc52d2e641802fa9efb5c7b2b733","white",26,"male","unmarried","Treatment",0,1,4
"0d49ab1b787f995121d58315fb51554e","black",34,"male","married","Control",1,1,10
"90e27df21d6bfaf2f59ecf5d2001aaac","white",38,"male","married","Treatment",1,1,1
"80d7652c8deb449f757d9e1d5f728630","white",42,"female","separated","Treatment",0,1,9
"ed9a2e34728a4b7eb8e83eaca9a9eb01","black",30,"male","separated","Treatment",0,0,3
"4d1beaa258c65fd7fcd80684169ebfbf","white",27,"male","unmarried","Treatment",0,1,7
"d871021efb33d21433eabf338ecea754","white",28,"male","married","Treatment",0,0,6
"2e1636a49bccc7644fd08a636e95daf8","white",26,"male","unmarried","Control",1,0,5
"a3f54254f7e1216b8e1a91bfd2eda1f1","white",59,"male","married","Control",1,1,1
"10b4008498bfa581c6eb6d065dc837b2","white",52,"male","married","Treatment",1,0,7
"f15951d3752bb9aa3f01ba771e38188b","native_american",33,"female","married","Control",0,1,4
"932deb4147df895c7097837be2c25e75","white",47,"female","married","Treatment",0,1,5
"854faa0dc751f672223b13a494306c7e","white",38,"male","separated","Treatment",1,1,10
"f6d04eb94536eee42926b5a841d5be79","white",26,"male","unmarried","Control",0,0,7
"416114caae55c31c3bb5eae44d226681","black",79,"female","married","Treatment",1,1,4
"a510b81f874daf340bd5617cef1f015c","white",21,"female","unmarried","Control",0,1,7
"e6235d9b249c0ce911b6fc62638e79d1","white",44,"male","married","Treatment",0,0,8
"18712480dc17e4bf342396f9f6b0e054","white",71,"female","separated","Control",0,0,9
"a9f993928a4ca605aefc75332d5f2fc4","hispanic",41,"female","separated","Control",0,0,9
"15614c321ea3a0e39abbbbca0f437f43","black",29,"male","separated","Control",1,1,4
"c63cf19b5782648c45c1d7302b65a222","white",61,"male","married","Control",1,0,6
"9675c1f0f00e6d7f9ba204409607dd3f","native_american",19,"male","married","Control",0,1,9
"a52c950932936e7d6d0ba796d9490806","hispanic",29,"male","unmarried","Treatment",0,0,5
"fe09d1be45a4f5d04578104ac90892a7","hispanic",50,"male","married","Control",0,1,6
"8cdaf70361f284fe7103e956adcfee28","black",41,"female","married","Control",1,0,6
"4f59a7994039ab8da406d1bab7f6d2d7","hispanic",20,"male","unmarried","Control",0,0,8
"b6b822ed1602b93c600e95fdf09fb87a","white",34,"female","married","Treatment",1,1,8
"54cb8f3c79d8d03cc4ec1c7331af531c","native_american",37,"male","married","Control",1,0,6
"465cac11cdf6a61395b0982042daf43e","black",67,"female","separated","Control",1,1,3
"d2acb36d40ec72f4ceb16c909aa1acc5","white",69,"male","separated","Treatment",0,0,10
"0876e5478deb5d4b81aff48338734f00","black",38,"male","separated","Control",1,0,1
"d51f68c821b8e859a8e9913a13f1860e","white",56,"male","married","Control",0,0,10
"61e78f63683ebfb157e7084f9a689d2f","white",39,"female","married","Treatment",1,1,7
"cef19f0085c4a29bfb3ebcf623c3b4ca","white",32,"female","separated","Treatment",0,1,7
"5e4a5698c36625ee849057f2a7dec287","white",42,"male","married","Control",1,1,8
"ff72721ec7101f12ab321a6cad4bd9f9","white",79,"male","unmarried","Control",0,0,7
"6d0dd233ba6fe72b92bf448e9ea18ac5","native_american",21,"female","married","Control",0,1,5
"1af435a66dccb166e11529fd93e9ef3d","white",45,"female","separated","Control",0,1,6
"c3f13806a03a59e326bb7622617ce20d","white",59,"female","married","Treatment",1,0,5
"22b1e844aa568c80da4f85a10e2903bc","white",51,"female","married","Treatment",1,0,7
"ee0bb344c3e92709121d9e2e2d09787f","asian",29,"female","unmarried","Treatment",0,0,7
"8a9d05b129b417cbee303c1d6c5b8106","black",29,"female","unmarried","Control",0,1,5
"c60c3de925d18f180af590a826c3bf27","white",68,"female","unmarried","Treatment",1,1,9
"8a388cdb605797514b65b9b26d07c8a7","asian",29,"female","unmarried","Treatment",0,0,5
"a3fad18db5f00785103a61249ee04386","hispanic",52,"female","married","Treatment",0,0,5
"01727e0a743f92fbce07d03b82fd7202","black",61,"male","unmarried","Control",1,1,5
"c01884fa675d4394cf8664e4d9b5850c","black",42,"male","separated","Control",0,0,8
"be5ee33b7122536b3ee810945825742f","white",52,"male","married","Control",0,1,3
"dcb2fa0851496db867babd2984c66713","white",26,"male","married","Treatment",1,0,5
"fcd29dab49de7706bb0cb4ab5d312fdb","white",51,"female","married","Control",0,1,3
"d5359b6595f4e04e748cb5c5ada86085","white",52,"male","separated","Control",1,1,6
"78d83d5f7648340ee10a28af301ff6dc","white",21,"male","married","Treatment",0,1,10
"578f680a600b98450def647edd6d296b","white",27,"female","married","Control",0,1,8
"c7f3697585ccce0f8eb55df7eaa77ff2","asian",64,"male","separated","Treatment",0,1,5
"07e3ffc96099d955be6023b5ae63814a","white",27,"male","married","Treatment",1,0,6
"74320034e4e31609f0108132368c1fb6","hispanic",58,"male","separated","Control",0,1,4
"fa0505b34130d38e2b1fe9caed1f38b7","white",29,"male","unmarried","Control",0,0,7
"379f3e3cfbc41bcc09ea5f7bd9792b41","white",36,"female","married","Treatment",0,0,5
"5aac24a8e40cab1828d1cbd512ca71a3","white",49,"female","separated","Control",0,0,5
"60230eeacdceb9bd6376e47c90ffc489","black",50,"male","married","Treatment",0,1,3
"88d6fd829786c1c670c0c03817a3496f","white",31,"female","separated","Treatment",0,1,7
"5a32ef4f2996c3004f7d60586bee6317","asian",39,"female","unmarried","Control",1,1,3
"e2fb2b05f091e582e97414253a4e5b63","white",45,"male","married","Treatment",1,1,7
"7332d2a6451f3c52b29cd9dc713b65da","hispanic",41,"male","married","Treatment",0,0,2
"3856b59e66cf82de4ed4047081cc814a","white",55,"male","married","Control",1,0,6
"9143c12333265f42ae6cbfdfbdd744e8","white",42,"female","married","Treatment",0,1,4
"2593bd460762d75393c5f592c355c64f","native_american",51,"female","separated","Control",0,1,6
"56e3b8382b7778fbcd7087135056ea6d","white",78,"female","separated","Treatment",1,1,7
"86fd13214b5d7d30575b33b22b9ad584","white",41,"male","married","Control",0,1,2
"4817980cc7ac47d5333e12d1a6a4532d","white",20,"male","married","Control",1,1,4
"b92be4b0b32f40af6bec26e1a6567f22","asian",35,"male","married","Control",1,1,4
"831461ff9cbca20cddc668cf4d13b159","black",34,"male","married","Treatment",0,0,10
"be9fe8758625a916dda6a7bf45a2b160","white",23,"male","unmarried","Control",0,1,5
"bdd9ead972a9bcac85361caf0a8188bf","black",24,"female","separated","Control",0,0,10
"53581e9e39a3c228bf89270aac3d1dca","white",35,"male","married","Control",0,1,4
"22b00418e8404840e139b9328223801d","white",25,"male","separated","Treatment",0,1,6
"cd7b717f212e72683fda64f1f56d547e","white",43,"male","married","Treatment",1,1,3
"3874527033a0f67aa1b096de92d73fcc","white",31,"male","separated","Control",1,0,9
"e0f8a4c1cfdaf5ed8126ca5547eb16e0","white",54,"male","separated","Control",1,1,7
"9449c107708bf068c68b48e3eed0faea","white",27,"male","unmarried","Treatment",0,0,8
"cda6872d74a7a2f5db51956779a6bc11","white",36,"female","separated","Treatment",1,1,8
"9a054e685b8d29892c424447d12f5ece","white",44,"male","separated","Treatment",0,0,2
"df3a45dd30a3aa8184c1d2e8aa009025","white",36,"male","married","Treatment",1,0,10
"0dacbb0864a8cfd8d46df075df9bf18e","white",63,"male","married","Control",0,0,9
"6644485b0ffe59b04b21a061c26bd9ab","white",51,"male","unmarried","Treatment",0,0,7
"bf696c6e8c094e198caac0355040f6dc","white",31,"female","separated","Treatment",0,1,1
"af6d525ac113958ded976b902989fa7e","white",26,"female","separated","Treatment",1,1,7
"2cd58a0fc48b83899f06dea055e0f7cb","white",20,"male","unmarried","Control",1,0,5
"a94a80125de4210f0475622f77ee3b2a","white",69,"female","married","Control",1,1,5
"fd24a6bbd481374a587dce679493169a","black",26,"male","separated","Treatment",0,1,8
"cafeb39c93f81474fe7f83ce4882abbc","asian",39,"female","married","Control",0,0,6
"d5a210bdf1ad6899a37731132a267c21","black",51,"male","married","Treatment",1,0,10
"e05550290ab40c05d9d0d8a9c1f66e23","white",58,"male","married","Treatment",0,0,5
"b7dc70f027de858b8ecd4082b4f6871a","white",28,"female","married","Control",0,0,7
"f6142eabd4fb0d10cac76f45b76bec58","white",31,"male","married","Treatment",0,0,10
"6ee105174517cba1e66ab65bc0dc2870","white",45,"female","married","Treatment",0,1,5
"4b099b6cea8e207abf08079d2487ffe3","white",55,"female","married","Control",0,0,9
"cc8aa23ea3117594769a7161c934b23b","white",23,"male","unmarried","Treatment",1,1,7
"677705f367cc4aa7e42bc37f4d85ecc2","white",68,"male","married","Treatment",0,0,5
"49100b8e0a3c33dbe128f2d9baff654a","white",48,"male","separated","Control",1,0,3
"05a0424f8367289e13e16d7c8c897c35","white",40,"male","married","Treatment",0,0,1
"a93322d7a9c37c670959b87b164fe274","white",49,"female","married","Control",0,1,4
"b90e561f885ef62e1aa144cef9a43e27","white",33,"female","married","Control",0,1,5
"6c009c9648fca35c13c0595edd18c008","native_american",31,"female","married","Control",0,0,2
"7cf52efd61044c83f9326370278d5e45","black",25,"male","separated","Treatment",0,1,5
"3b978f7d2a0efc95ff4242faa643fc36","white",54,"male","married","Treatment",0,0,9
"494645a42928b59b3f18bdd74017922b","white",37,"female","unmarried","Treatment",1,1,10
"ba2370c82c85e9f44159f2f649115b77","black",73,"male","married","Control",0,0,6
"8a8a2234c79770f37f83449566f783cb","white",23,"male","unmarried","Treatment",0,1,7
"0398a313652a8485beb40c68e210da82","black",33,"male","married","Treatment",0,1,10
"b17509e8ca5deda24e70dea7a952e1c1","hispanic",40,"female","married","Control",1,1,5
"d8ec824eb81397ff56d88f061502a190","black",27,"male","unmarried","Control",0,1,7
"f64bddcbac8a24e346b29103d04d5248","white",78,"female","married","Treatment",1,1,10
"3e8c579c68dea157ae62baec81617f48","black",19,"male","unmarried","Control",0,0,2
"b7e22f164b3c6bfaef86d69684fb97ad","black",46,"male","separated","Treatment",1,1,7
"8a39b9638396fce66197997ab72d4483","white",24,"male","married","Control",0,0,5
"86177fa9d2027a11e1feddc5c2d84b28","white",24,"male","unmarried","Control",1,0,7
"fb4914443fc85cd98dad0863211c4c16","native_american",27,"female","married","Control",0,1,3
"865633f6c71d65582d30dffcf0a43406","black",50,"female","separated","Control",1,1,6
"45767c8af68c4ff9ad7dd9aba738ae0d","white",70,"male","married","Treatment",1,1,3
"e58456646b6d5c45c76be79a91d6c001","white",25,"female","unmarried","Treatment",0,1,7
"8ffce96fb144921d21482feb0e0d60d8","white",68,"female","separated","Treatment",1,0,7
"3aa9c53acc63cca477bddd74ec0ab799","hispanic",29,"male","unmarried","Treatment",0,1,8
"d98032a876e96f43fd4ad201ccd167d0","white",40,"female","married","Treatment",1,1,6
"57c681c0bf20d28b5d37df5b99561ea3","black",36,"female","married","Treatment",0,1,6
"94769350fb06f1aec4f4a18878f231f0","white",73,"female","separated","Treatment",0,1,6
"27ee2dccaff57c1ff7f8cf83a2b69166","white",20,"female","married","Control",0,0,3
"ec40f82db332f1cdfd5c0956f3a3156c","hispanic",28,"female","unmarried","Treatment",1,0,7
"062aaa127763334886ec771700be9bb3","white",36,"male","separated","Treatment",1,1,7
"772a5d8df8d5c9cc52b664e8efd7130e","black",51,"male","separated","Control",1,0,3
"4906907477e660666ee8ae961f828701","white",29,"male","unmarried","Treatment",0,1,10
"9a6a620faaf2f71cb98d1c9baad2c167","black",36,"female","married","Treatment",1,1,8
"c20b012481a02677fdce93e972318ccb","white",30,"female","separated","Control",0,1,4
"a266340bf9613afcac7bd9da37b92270","white",55,"female","separated","Treatment",0,1,5
"a310751babf3b1182f22cb97727366ab","white",23,"male","unmarried","Treatment",0,0,4
"6496c4a07f724123edb93ffa2d4a1cf6","white",39,"male","married","Control",0,0,5
"4dc56b5732b50f27d6de4cae81a88454","black",30,"male","married","Treatment",0,1,7
"96c58951691daa1f24aae874d50137ac","white",27,"male","married","Treatment",1,1,10
"1cf38115f24450230bae677ef224fc50","white",30,"female","married","Treatment",0,1,4
"6580e7c1a6b826e6a2d62354a3c99072","white",35,"female","married","Treatment",0,0,4
"122918bf929ee68d894ff348aed53bea","native_american",60,"male","married","Control",0,1,4
"8c771947f5b3ed08d4aa510784f97a7d","black",52,"male","separated","Treatment",1,1,5
"565d735e9adf4a838e80c3ed7bca3433","white",42,"male","married","Control",1,0,6
"a15ef6c1f75af3bcafda14fe1ba78f69","white",30,"female","married","Control",1,1,6
"f8bcf5a2e69d7c4b326dbda8de34e77a","white",76,"male","separated","Treatment",1,0,8
"2ce07a9f3db2b0bed74dc11e26d8f11d","hispanic",40,"male","married","Treatment",0,1,7
"39a9eb194383fe35d3059e190965046c","black",34,"male","separated","Treatment",1,1,1
"4c1f1a48dea83dcb3c88da19a7f7e510","white",40,"male","married","Treatment",0,0,5
"72e6624ce473c8c43b48e8b5be4e8fcc","native_american",60,"female","separated","Control",0,1,7
"7db195c6c4bb1828cce43e26ed65c07c","black",23,"male","unmarried","Control",0,1,10
"4c26d037a5d318203f9eb1aba091b3d0","white",21,"female","unmarried","Control",1,1,6
"157f091f9f14a62f87981bbd70a2dad7","hispanic",53,"male","married","Treatment",0,1,4
"b4c0f446fb6ce0f89a2fa5b4810d943c","white",75,"male","unmarried","Treatment",1,1,8
"3f7f50b451848feef0f50d1fa808da8c","black",27,"male","unmarried","Control",1,0,3
"40485fc8a804a02bacceaf530dc0c85c","asian",53,"male","married","Control",0,0,6
"fb3a6306a76cc6a154850e10af216f1b","white",67,"female","separated","Treatment",0,1,8
"84b2871b3e2b3704dee48b45fea280f0","white",26,"male","separated","Treatment",0,0,3
"b0bbe4c12a350a2bae7b59b077aee72f","white",31,"female","separated","Control",0,1,6
"e1fcab2d5f69e7380ed28c056ee1f2c8","black",20,"male","unmarried","Treatment",1,0,6
"df63239291b9e4f0ee5fdf261d6e5ac8","hispanic",53,"male","married","Treatment",0,1,9
"72b21ebaf1981e5c0a75d2b42cb2810d","asian",51,"female","married","Control",0,1,2
"b9a7af0d4c81f160ac91b9cd303d8924","white",38,"male","separated","Control",0,0,8
"bcc1c3b0fc5ebba326deb0b55034c3bb","native_american",34,"male","married","Treatment",0,0,5
"8a50d90943cc11adcbcd91670e60bbae","white",40,"male","separated","Treatment",1,0,10
"6a752a61f76250fa7610629818af65c0","white",41,"female","married","Control",0,1,6
"d9f39e2eec9f23cb3fd21c4f3b9f12b8","black",48,"male","separated","Treatment",1,1,10
"ed5ae6803dbc366c51b6122c68af9941","hispanic",34,"female","separated","Control",0,1,6
"8d72d993c9cdf766600b237d88682432","white",43,"female","separated","Treatment",1,1,4
"876fe065a40ef71a6df3461eac32eae6","white",27,"female","married","Treatment",1,1,9
"6d3f2b4dc38d60932efc657f60d38df2","white",38,"male","married","Control",0,0,5
"213c2edc23be30687633b1eea8b77234","white",45,"female","separated","Control",0,0,9
"01657b8323e7fb62b4547b36c66768a3","hispanic",52,"female","married","Treatment",0,1,6
"61396846a581178db2bb053dea6fe512","white",53,"male","married","Treatment",1,1,2
"cd08a510cfe60d8cc47b7266e073dcdf","white",41,"male","married","Control",0,1,10
"05ab1036602928311b846658f0c797ea","white",49,"male","married","Control",0,0,2
"f6b9c3342edf15bdbbe587de77f6023e","black",29,"female","married","Treatment",0,0,6
"b8e44d845b8f68c985e08a4cd456999f","white",56,"female","married","Treatment",0,1,7
"70f44ea48dcd3fe0d6a1d3c0d6699775","white",48,"male","separated","Control",1,0,6
"eeae554de0c38eae92c6bd7c598e9e9f","white",32,"male","married","Treatment",1,1,2
"f8cb1660174c4b2eed15941f8d5b0d8d","white",35,"female","separated","Control",1,1,4
"4acfdf4a1e9eacaddee1d0a3544b55a3","white",19,"male","married","Control",0,1,6
"16b7a5d32a847ad5351443e812182c3d","hispanic",32,"female","married","Treatment",1,1,5
"b84afb01c4cffb3cd4d2ec67a11cfba2","asian",35,"male","unmarried","Control",0,0,7
"a471ca3d460b037f927cb3e46141db8f","white",55,"female","married","Treatment",0,1,4
"132e344f6c2194ed0cacb569164005f5","native_american",45,"male","married","Treatment",0,0,6
"994efab61bdc37da66a3928274926c26","white",58,"female","married","Control",0,1,5
"dc9eaeaf537e8023277755ab9ebf18dc","white",62,"male","married","Treatment",1,0,9
"53044eba3029dc0465113fe0806c8fb7","native_american",39,"male","separated","Treatment",0,1,8
"f255091b3deaca1223cbef2962dd63c5","black",35,"male","married","Treatment",1,1,9
"bf479c44ef875e1f5c059320183288ac","white",57,"female","married","Treatment",1,1,7
"4d70fc6a4b5442f13f80e6db5922013b","black",78,"female","unmarried","Control",0,1,6
"9a177353714f125894996f514572eee6","black",34,"male","married","Control",0,1,10
"eefec47926bb8dff641788ff192cd358","white",34,"female","married","Control",1,1,6
"3d79d3e5010424c3058ddf7dfae13f38","white",22,"male","unmarried","Control",0,0,9
"a284012fe26fab01a5f6a7872a46d7f3","black",19,"female","married","Control",0,1,3
"03aeea73faa83880e34543a6980c271f","white",77,"female","unmarried","Control",0,0,8
"d903aaa8662d7d4d82658922495668fc","white",47,"male","married","Control",0,1,5
"af01e0258da02d9b3bf563ac707dddcf","white",64,"male","married","Treatment",1,0,4
"d275d84c34473bc0d158f31288dd633f","black",35,"male","married","Control",0,0,8
"784143c8bf07ec890860a60e64e3f164","white",29,"male","unmarried","Treatment",0,0,6
"91674224d73abcb463783288b968185e","hispanic",20,"male","unmarried","Control",0,0,1
"9541327b7886111c0258fc2abef26da5","white",58,"female","married","Treatment",1,1,8
"60cf6955eca7980d1e92a276b463eb7c","asian",40,"female","separated","Control",1,0,5
"3bed02fa64cfa678c252ec46d6cc10db","native_american",26,"male","unmarried","Control",0,1,2
"e611f044722b77f241be58a5566f3719","black",54,"female","married","Control",0,0,6
"bf0dc8303dfe25f0d26a355e355a659a","hispanic",32,"female","separated","Control",0,0,6
"ad726f9c3ad6054e63d48a1646654474","white",32,"female","separated","Control",1,1,5
"b51bb51e13c70d752a1bcfef0ecc99c8","black",59,"male","married","Treatment",0,1,7
"fd3a834fd1536f4e6259b23aba76531d","white",41,"female","separated","Treatment",0,1,9
"667df2d180aad6c8b43b92da7f1e8349","white",34,"female","separated","Control",1,0,9
"9543ed407979be96585d6f41465a1acb","white",34,"male","separated","Control",1,0,1
"ab1a60ffde4271ea88c07e3aff38e437","native_american",30,"female","married","Control",0,0,9
"6164eda523a849dc209ee86aa6dfa708","white",29,"female","unmarried","Treatment",1,1,5
"953da22f33c15750af15880ef151378a","white",55,"male","married","Treatment",0,0,6
"4b6b0b311f80d2c54aa3b8b8682f6878","white",51,"male","married","Control",0,0,1
"b5568eb3ece0b72b55fa65d08194640a","black",69,"male","married","Control",0,1,4
"700f40cc85568cc3e7e86f9c0f43018e","white",32,"female","married","Control",0,0,5
"e545180b233ca7246fcd0091c1f88068","white",50,"female","married","Treatment",1,1,9
"e113a05bcd985b55178b8b569f900cda","white",48,"male","married","Control",1,1,5
"08f2c365c9ea98c362bcd7fd0ff7ec0f","white",41,"male","separated","Treatment",0,1,2
"314799ab176881dc7c7f709544185519","white",39,"female","married","Control",0,1,6
"f1ba7d302cb42342db0fa1edab0aacab","white",53,"female","unmarried","Control",0,1,8
"cc838d68ebb8dd4303efc72ca6573bfd","white",29,"female","unmarried","Control",0,1,7
"c8ca16981e940ff266780410d0ca24cb","white",21,"female","married","Control",0,1,5
"be357c38951db08dd7f2c49d6152cfd7","asian",23,"female","married","Treatment",0,0,5
"1cc4ac293f9fb191de25c7776f0f9ca5","white",19,"female","married","Treatment",0,0,6
"03d033d464f437f76e371cb803f637da","white",23,"male","unmarried","Control",0,1,2
"137c856a03c4d86e90b1ea7722f05b7c","white",29,"male","unmarried","Treatment",1,0,6
"cb4bdf1977585690ba4c1efd70e54421","black",31,"male","married","Control",0,1,9
"85562d3243f5dfe2b8eec1c9738ae04e","white",77,"female","married","Control",1,1,6
"f45938f1bcb198228bd09b60f7b8c51f","white",19,"male","unmarried","Treatment",0,1,6
"7c9d55492ede0b97157610f6a15fb240","white",42,"female","separated","Control",0,1,5
"82ff72c64a5489f72191b995ad1c88eb","white",31,"male","married","Treatment",0,0,10
"88c44ee64244e6c9e36bea89dbce2f0b","white",28,"male","unmarried","Control",1,1,8
"0f401123736783c069569c6896427adc","white",27,"male","unmarried","Treatment",1,1,6
"28f4d38bff56deda2b529da9020ac4ec","white",76,"male","unmarried","Control",0,1,6
"ead2c4b224c8f695039ecc37306893ed","black",34,"female","separated","Treatment",1,1,4
"ba9794f7eb645994905e3b8598fbe5c0","black",61,"male","unmarried","Control",0,1,6
"6b6936075c42d8f85328687958dffe18","black",45,"male","unmarried","Treatment",1,1,4
"3d3a0659b023755f3992401826e597d2","white",46,"female","separated","Control",0,0,5
"6d034eebc798254240ffb85e5a87f01e","native_american",42,"male","married","Treatment",0,1,7
"3b5f8743e530bfa7887ec949a628d8d2","white",55,"female","unmarried","Treatment",0,1,8
"b099b2f5c8ec7a005ce8d4584cc34ee0","hispanic",21,"female","unmarried","Control",0,1,4
"4b7b62caceba3bd0fba6f59f0f3f3a65","asian",41,"male","separated","Control",1,1,8
"7a925911783dd150a9f1958a6b313cc5","white",33,"male","separated","Control",0,1,4
"b92100509d438b1cba2ab569fef040e7","white",32,"female","unmarried","Control",1,1,4
"8fd3d2f74d411ad173183276f44341ca","white",55,"male","married","Control",0,1,7
"393017e059c0d5a81ed737e630983214","white",63,"female","separated","Treatment",0,1,7
"757cf8338ab89d911c4973c3b356bb1b","white",43,"male","separated","Control",1,0,9
"f8e47c80d809b9ecc6c87924a567e289","white",44,"female","married","Treatment",1,0,2
"d0432303c6e3d0730e7826216a69e1d9","white",57,"female","separated","Treatment",0,1,6
"8367a489758317af832c233d26389d75","white",39,"female","married","Control",1,0,4
"7678fdd530b471dc13b0dfa6a0511fa6","white",67,"female","unmarried","Treatment",1,1,10
"ef399880473dc49457de8c0a13621c0d","white",31,"female","married","Treatment",0,1,5
"2e43883aafeac5799a30b5586687571a","white",31,"male","married","Treatment",1,1,9
"62029b554ebb4ace7083d62266ff4e7d","white",21,"male","unmarried","Treatment",0,1,5
"8af1f9535de9be1a849038bb91ee56dc","black",25,"male","unmarried","Treatment",0,1,6
"252c278decead9df5d4789f63873e3bb","white",80,"male","separated","Control",0,1,7
"721c4550239a4c3909f7b205aec94e5a","hispanic",62,"female","married","Control",0,0,9
"1edb0ee6bd7205578afa991edd5768a2","white",34,"female","separated","Treatment",1,0,4
"5de991ddd34341cf6ebd9e74d348bd42","black",65,"male","married","Control",1,0,5
"51cac8d006cdf7120ed669e19abc916a","white",33,"male","separated","Treatment",0,0,9
"61fb8c0412c9f819e6cc1a7fb334b758","white",27,"female","married","Control",0,0,2
"9364946b9a8f3eb871e8fd44dacc160f","white",35,"female","married","Control",1,1,7
"df0886afc36d44f830e4bdcf399c8982","white",21,"female","unmarried","Control",0,1,4
"c7f2ea70f0143bd34987a0c650cb758c","white",39,"male","married","Control",1,0,4
"c3ebeb425142ff4d89a0590a5bc0f2b2","black",39,"female","married","Treatment",1,1,2
"40ea339f23151307e39568c4916c92df","white",49,"female","separated","Treatment",1,0,6
"f4129a9409fa8c4428f0eefa1ab326d6","white",62,"male","married","Treatment",1,1,3
"d6d21b69bacf24de3bb69dc524d60954","white",32,"male","married","Control",0,0,5
"68a5c0a0bf07220795253f184074e00b","white",26,"male","unmarried","Treatment",1,0,3
"4356f0d97cb56418c9d33171b0b790ab","white",50,"female","unmarried","Control",0,0,8
"c3f80ac62ca85d3a4a50de70e513fa1f","white",40,"female","married","Treatment",1,0,7
"8f5a36caa47364b7a0f75f5197974645","white",58,"male","separated","Treatment",0,1,2
"5837c14be5f70a30cd9a13c543a69678","white",19,"male","unmarried","Treatment",0,0,6
"987baee398d931426ed420209c961887","hispanic",22,"female","unmarried","Control",1,1,10
"9670a7137501ad5e72c5da2b01195128","white",37,"female","separated","Treatment",0,1,7
"3bf45f828d0efaf52f88a9ecad6237da","hispanic",39,"female","married","Control",0,1,10
"f0c6636c68d18ed48505d5c6567fdde2","white",36,"male","separated","Treatment",0,1,7
"108e15aeb1c6d109b4dc3f12e973ea76","native_american",29,"male","unmarried","Treatment",0,1,9
"f9a21437b6026306509a2887feddf770","white",37,"female","married","Treatment",1,1,6
"cbb795aec3a34aa0456ad9ddfa149e1e","white",35,"female","married","Control",1,1,5
"196e5c345fc39b5cf05c9bb926351699","white",29,"female","unmarried","Control",1,1,6
"11e8fcfbb7d7db2888ea1a598447e0a9","white",24,"female","unmarried","Control",0,1,4
"b76417dfea761713d10c0caed78e3d90","white",58,"male","married","Control",0,1,9
"60878f20e655fbcc0a5f7309cbc696c2","black",26,"male","unmarried","Treatment",0,1,8
"e7cf963f6e573b6f3931a13dcbf55953","white",30,"male","married","Treatment",0,0,7
"9ac9499a43214fbe9f548f71dd182a92","black",31,"male","separated","Control",1,1,10
"0e84cd1ec33606e7969216dc18b9210f","white",45,"female","separated","Control",0,1,4
"77ab792815918b40f961f74c926e5398","white",36,"female","married","Control",0,0,3
"15e5885596e3016f79c2448cb2fd6c6a","black",80,"male","unmarried","Treatment",0,1,6
"49ebeea916446d718d23b1cf6b9989e1","white",77,"female","unmarried","Treatment",0,1,7
"7b9d79d220ef77f5980a3985bf68a83c","white",46,"female","married","Treatment",1,1,5
"2410be162d517661b86e0fa65d89af7c","black",45,"male","married","Control",0,1,10
"ebcd017c30102eeabc33e68f2331e69a","white",27,"male","unmarried","Treatment",0,1,6
"a30807553d79c49d9594179ec653a5bd","white",21,"male","unmarried","Control",0,0,7
"e081fa59836fe77364a068fbe92f84f8","white",26,"male","unmarried","Control",0,1,4
"4c99f1a8198a09a29e0edf4b1f72a817","asian",29,"female","unmarried","Control",0,1,10
"4c11e23dfb003a70f715d2c60ed89012","white",78,"male","unmarried","Treatment",1,1,4
"e739e76dbb0c7e05161510dafa27690d","white",30,"female","married","Treatment",0,0,9
"d33587fed906a6901165cb216dbb8ca6","white",18,"male","unmarried","Treatment",0,0,7
